Date,Time,Time Zone,Category,Item,Qty,Price Point Name,SKU,Modifiers Applied,Gross Sales,Discounts,Net Sales,Tax,Transaction ID,Payment ID,Device Name,Notes,Event Type,Location,Dining Option,Customer ID,Customer Reference ID,Unit,Count
3/18/2018,17:41:02,Eastern Time (US & Canada),None,Oxtail,2,Regular,,,$28.00 ,$0.00 ,$28.00 ,$1.40 ,pomQ3fqAKqJNsmlXmPtwQLseV,3m60x3TJRQDGoIfKEVcGNzMF,,,Payment,Authentic by Zee,,26W3X1N0410XB3SPJ9J73EGBPG,,ea,2
3/18/2018,17:41:02,Eastern Time (US & Canada),None,Custom Amount,1,,,,$10.00 ,$0.00 ,$10.00 ,$0.00 ,pomQ3fqAKqJNsmlXmPtwQLseV,3m60x3TJRQDGoIfKEVcGNzMF,,Shipping,Payment,Authentic by Zee,,26W3X1N0410XB3SPJ9J73EGBPG,,ea,1
3/13/2018,10:39:33,Eastern Time (US & Canada),None,BBQ Chicken,1,Whole Pan (White),,,$115.00 ,$0.00 ,$115.00 ,$5.75 ,NonzuRa0EIlO3ShLkluxB79eV,uJA9xP7W6ZqDHbjkI4Gp4xMF,,,Payment,Authentic by Zee,,6R806AK3V95C0SK03NMEQ83GT8,,ea,1
3/13/2018,10:39:33,Eastern Time (US & Canada),None,Baked Mac,1,Whole Pan,,,$60.00 ,$0.00 ,$60.00 ,$3.00 ,NonzuRa0EIlO3ShLkluxB79eV,uJA9xP7W6ZqDHbjkI4Gp4xMF,,"Creamy Mac & Cheese mixed with ground beef, sauteed with onions and green and red bell peppers, seasoned to perfection an baked golden brown.",Payment,Authentic by Zee,,6R806AK3V95C0SK03NMEQ83GT8,,ea,1
3/11/2018,17:24:52,Eastern Time (US & Canada),None,Jerk Chicken,1,White,4,,$6.50 ,$0.00 ,$6.50 ,$0.00 ,pgeGlwQnH6efgyOy3atuqt3eV,M8Gy28H1en4DorrKckiHUsMF,,,Payment,Authentic by Zee,,MCZS4Q82WS68AM8J61ZCHCMSE8,,ea,1
3/11/2018,17:24:52,Eastern Time (US & Canada),None,Custom Amount,1,,,,$16.50 ,$0.00 ,$16.50 ,$0.00 ,pgeGlwQnH6efgyOy3atuqt3eV,M8Gy28H1en4DorrKckiHUsMF,,,Payment,Authentic by Zee,,MCZS4Q82WS68AM8J61ZCHCMSE8,,ea,1
3/11/2018,17:19:07,Eastern Time (US & Canada),None,Jerk Chicken,1,White,4,,$6.50 ,$0.00 ,$6.50 ,$0.00 ,flTEo6EDzk3n53nGGI2sghAfV,20bu2q2w2OiSnnbwFYkflvMF,,,Payment,Authentic by Zee,,KQZGFQXK89512N7VWXDXATDNF4,,ea,1
3/11/2018,17:19:07,Eastern Time (US & Canada),None,Curry Chicken,1,Regular,2,,$5.00 ,$0.00 ,$5.00 ,$0.00 ,flTEo6EDzk3n53nGGI2sghAfV,20bu2q2w2OiSnnbwFYkflvMF,,,Payment,Authentic by Zee,,KQZGFQXK89512N7VWXDXATDNF4,,ea,1
3/11/2018,17:16:37,Eastern Time (US & Canada),None,Wings,1,Jerk,84,,$6.00 ,$0.00 ,$6.00 ,$0.00 ,rJoBxmjsfv1MCXLosnw9jl6eV,Nt6ocL8LSc2Hm5i3tuAEftMF,,,Payment,Authentic by Zee,,TNWRDXHR9D2RWRMYYK9XHX6BZG,,ea,1
3/11/2018,17:16:37,Eastern Time (US & Canada),None,Chicken Fajitas,1,Regular,1,,$6.00 ,$0.00 ,$6.00 ,$0.00 ,rJoBxmjsfv1MCXLosnw9jl6eV,Nt6ocL8LSc2Hm5i3tuAEftMF,,,Payment,Authentic by Zee,,TNWRDXHR9D2RWRMYYK9XHX6BZG,,ea,1
3/11/2018,12:56:14,Eastern Time (US & Canada),None,Custom Amount,1,,,,$1.00 ,$0.00 ,$1.00 ,$0.00 ,b1qJPINT8Uuhk661t3idCK9eV,G11EDrTan7LOF8q59BVASzMF,,,Payment,Authentic by Zee,,6BTC7HHWRH0MAWNTD434PVP8DG,,ea,1
3/9/2018,23:27:33,Eastern Time (US & Canada),None,Baked Mac,2,1/2 Pan,,,$70.00 ,$0.00 ,$70.00 ,$0.00 ,jXjQUYQewdC8LDXzHbhDh7veV,8oOCdBHzIYcjhkbyaopEtxMF,,"Creamy Mac & Cheese mixed with ground beef, sauteed with onions and green and red bell peppers, seasoned to perfection an baked golden brown.",Payment,Authentic by Zee,,63Q4KYGZD9389C90KNYX2PYQ2G,,ea,2
1/19/2018,17:30:33,Eastern Time (US & Canada),None,Custom Amount,1,,,,$1.00 ,$0.00 ,$1.00 ,$0.00 ,9WIue5uNWAXnbE7iEzAddVieV,Y0KrE02r4ErL2MTHnA5xnvMF,,,Payment,Authentic by Zee,,,,ea,1
12/17/2019,13:21:42,Eastern Time (US & Canada),Chicken,4 Item Warm Bar,1,Regular,,,$150.00 ,$0.00 ,$150.00 ,$18.00 ,ZmDjcM8jmLSSwf9GPmaWoWfeV,sbstNkuDjZMJKBTgYyF0ZyMF,,"This Combination would include 2 chicken meats of any flavor, and 2 side items.",Payment,Authentic by Zee,,3JE1AFZEBD2C2SJ4H7JWC99XBG,,ea,1
12/6/2019,15:23:46,Eastern Time (US & Canada),Chicken,4 Item Warm Bar,1,Regular,,,$150.00 ,$0.00 ,$150.00 ,$18.00 ,XdFAPpudBEfb1oO38YyKwrleV,r6IaNhmN1Eb2GVx8msGXSvMF,,"This Combination would include 2 chicken meats of any flavor, and 2 side items.",Payment,Authentic by Zee,,3JE1AFZEBD2C2SJ4H7JWC99XBG,,ea,1
12/6/2019,15:23:46,Eastern Time (US & Canada),Drinks,Refreshment Package,1,Regular,,,$20.00 ,$0.00 ,$20.00 ,$2.40 ,XdFAPpudBEfb1oO38YyKwrleV,r6IaNhmN1Eb2GVx8msGXSvMF,,Drinks and snacks for any meeting. Serves 10-12 people.,Payment,Authentic by Zee,,3JE1AFZEBD2C2SJ4H7JWC99XBG,,ea,1
11/21/2019,14:09:25,Eastern Time (US & Canada),None,Custom Amount,1,,,,$10.00 ,$0.00 ,$10.00 ,$0.50 ,fpB4tbZwVn5xpRESSr66axoeV,AVjtUzMsix1rsCR26MjGisMF,,,Payment,Authentic by Zee,,0WW95GE41H5J8Y59JVHDC9FCR0,,ea,1
11/16/2019,16:44:53,Eastern Time (US & Canada),Beef,4 item Hot Bar,1,Regular,,,$190.00 ,$0.00 ,$190.00 ,$22.80 ,f7UJBmtup7bE63QMOCbQ6kAfV,oLvnm2mIrw11wgD9IVgGBzMF,,"Any 2 meat items chicken or beef, and 2 side items.",Payment,Authentic by Zee,,3JE1AFZEBD2C2SJ4H7JWC99XBG,,ea,1
11/16/2019,16:44:53,Eastern Time (US & Canada),Drinks,Refreshment Package,1,Regular,,,$20.00 ,$0.00 ,$20.00 ,$2.40 ,f7UJBmtup7bE63QMOCbQ6kAfV,oLvnm2mIrw11wgD9IVgGBzMF,,Drinks and snacks for any meeting. Serves 10-12 people.,Payment,Authentic by Zee,,3JE1AFZEBD2C2SJ4H7JWC99XBG,,ea,1
11/10/2019,13:21:36,Eastern Time (US & Canada),Beef,Oxtail,1,Regular,,,$14.00 ,$0.00 ,$14.00 ,$1.68 ,ZYM7owBWDpqgEUMm6AoBN8xeV,UQvgiG5KnhX8t4AxWNWn5wMF,,,Payment,Authentic by Zee,,SP0TN5QG0N0B4GFCRBGQAPCGPG,,ea,1
11/9/2019,13:43:37,Eastern Time (US & Canada),Chicken,Wing Meal,1,Regular,,,$9.50 ,$0.00 ,$9.50 ,$1.14 ,rxeYa1r9DQUoOUJq9QZtNmneV,d9p3ysc4YjZepVvOUwgVssMF,,6 Wings and 2 side items,Payment,Authentic by Zee,,8DGE5DKW4X6BRQX491QQATE8G8,,ea,1
11/9/2019,13:42:39,Eastern Time (US & Canada),Chicken,Wing Meal,2,Regular,,,$19.00 ,$0.00 ,$19.00 ,$2.28 ,VgXgT9dmQpzSYGirwvkKKtfeV,vdBV42ZXizWEwSuE6cpCusMF,,6 Wings and 2 side items,Payment,Authentic by Zee,,SP0TN5QG0N0B4GFCRBGQAPCGPG,,ea,2
11/1/2019,15:38:33,Eastern Time (US & Canada),Beef,4 item Hot Bar,1,Regular,,,$190.00 ,$0.00 ,$190.00 ,$22.80 ,hUu41wRVfoUX1tM1YiJL5j8eV,LTBozg6en23svFwq3YeiExMF,,"Any 2 meat items chicken or beef, and 2 side items.",Payment,Authentic by Zee,,NY2J7WCTK94P3AH8KNXT6NM02W,,ea,1
10/26/2019,12:18:24,Eastern Time (US & Canada),Chicken,4 Item Warm Bar,1,Regular,,,$150.00 ,$0.00 ,$150.00 ,$18.00 ,L1ub82zx3uCf69UqYayoNyjeV,Bd3MBrabO1QjVGEE4rx7KzMF,,"This Combination would include 2 chicken meats of any flavor, and 2 side items.",Payment,Authentic by Zee,,1QBJXQR9K106JVQ0H2DPPMF878,,ea,1
10/25/2019,13:20:30,Eastern Time (US & Canada),Chicken,4 Item Warm Bar,1,Regular,,,$150.00 ,$0.00 ,$150.00 ,$18.00 ,xAat7b2WJQoBTjVj5EsyBajeV,PnydAZEkw1ThUTRT0L0JpwMF,,"This Combination would include 2 chicken meats of any flavor, and 2 side items.",Payment,Authentic by Zee,,NY2J7WCTK94P3AH8KNXT6NM02W,,ea,1
10/25/2019,13:20:30,Eastern Time (US & Canada),Drinks,Refreshment Package,1,Regular,,,$20.00 ,$0.00 ,$20.00 ,$2.40 ,xAat7b2WJQoBTjVj5EsyBajeV,PnydAZEkw1ThUTRT0L0JpwMF,,Drinks and snacks for any meeting. Serves 10-12 people.,Payment,Authentic by Zee,,NY2J7WCTK94P3AH8KNXT6NM02W,,ea,1
10/24/2019,11:49:44,Eastern Time (US & Canada),Beef,Oxtail,1,Regular,,,$14.00 ,$0.00 ,$14.00 ,$1.68 ,H9FqZfP0qowRsNVYbzIFzCxeV,CbmmddVIHwBK80X0TZiqIvMF,,,Payment,Authentic by Zee,,SP0TN5QG0N0B4GFCRBGQAPCGPG,,ea,1
10/22/2019,15:02:17,Eastern Time (US & Canada),Chicken,BBQ Chicken,2,Regular,,,$12.00 ,$0.00 ,$12.00 ,$1.44 ,xgQOKPgtcd7jd5EfnbHg2b8eV,puVYSuji53erI8U8KqfCKQB,,"Grilled Leg Quarters, stewed in HFCS Free BBQ sauce. 
Single plates are served with 2 side items of your choice.
Pans are served for catering events, typically with parties of 10 or more.",Payment,Authentic by Zee,,8E9G7ENRRX5QQ6KEYC5D3S6SVR,,ea,2
10/22/2019,15:02:17,Eastern Time (US & Canada),Chicken,Jerk Chicken,2,Regular,,,$15.00 ,$0.00 ,$15.00 ,$1.80 ,xgQOKPgtcd7jd5EfnbHg2b8eV,puVYSuji53erI8U8KqfCKQB,,Juicy Grilled Leg Quarters steamed down in the perfect sweet and Spicy sauce!,Payment,Authentic by Zee,,8E9G7ENRRX5QQ6KEYC5D3S6SVR,,ea,2
10/22/2019,15:02:17,Eastern Time (US & Canada),None,Lemon Cilantro Chicken,1,Regular,,,$8.00 ,$0.00 ,$8.00 ,$0.96 ,xgQOKPgtcd7jd5EfnbHg2b8eV,puVYSuji53erI8U8KqfCKQB,,,Payment,Authentic by Zee,,8E9G7ENRRX5QQ6KEYC5D3S6SVR,,ea,1
10/19/2019,16:52:17,Eastern Time (US & Canada),None,Custom Amount,1,,,,$8.00 ,$0.00 ,$8.00 ,$0.40 ,nZP4p6yTE24QnR6eTboTYB2eV,eNuH3tpb3GxpMABR5UqoKzMF,,,Payment,Authentic by Zee,,V1WNTXT7P165TGCYJHWH0CG21G,,ea,1
10/19/2019,16:52:17,Eastern Time (US & Canada),None,Custom Amount,1,,,,$8.00 ,$0.00 ,$8.00 ,$0.40 ,nZP4p6yTE24QnR6eTboTYB2eV,eNuH3tpb3GxpMABR5UqoKzMF,,,Payment,Authentic by Zee,,V1WNTXT7P165TGCYJHWH0CG21G,,ea,1
10/19/2019,16:46:53,Eastern Time (US & Canada),None,Custom Amount,1,,,,$9.00 ,$0.00 ,$9.00 ,$0.45 ,fNDieXfajBwxPyyhHCXYhMyeV,rM1QRfegtoFsmC64D6C8KwMF,,,Payment,Authentic by Zee,,SP0TN5QG0N0B4GFCRBGQAPCGPG,,ea,1
10/18/2019,13:25:05,Eastern Time (US & Canada),Drinks,Refreshment Package,1,Regular,,,$20.00 ,$0.00 ,$20.00 ,$2.40 ,FY591nLgqDeoDKO6Xb5uGlieV,baNOVd24QdPnokujwsBs6xMF,,Drinks and snacks for any meeting. Serves 10-12 people.,Payment,Authentic by Zee,,NY2J7WCTK94P3AH8KNXT6NM02W,,ea,1
10/18/2019,13:25:05,Eastern Time (US & Canada),Beef,4 item Hot Bar,1,Regular,,,$190.00 ,$0.00 ,$190.00 ,$22.80 ,FY591nLgqDeoDKO6Xb5uGlieV,baNOVd24QdPnokujwsBs6xMF,,"Any 2 meat items chicken or beef, and 2 side items.",Payment,Authentic by Zee,,NY2J7WCTK94P3AH8KNXT6NM02W,,ea,1
10/18/2019,13:25:05,Eastern Time (US & Canada),Dessert,Banana Pudding,1,Regular,,,$3.00 ,$0.00 ,$3.00 ,$0.36 ,FY591nLgqDeoDKO6Xb5uGlieV,baNOVd24QdPnokujwsBs6xMF,,"Ripe Banana, layered with Vanilla Pudding and fluffy cool Whip, with vanilla wafer crackers that'll have your mouth saying ""more please!""",Payment,Authentic by Zee,,NY2J7WCTK94P3AH8KNXT6NM02W,,ea,1
10/12/2019,16:18:26,Eastern Time (US & Canada),Chicken,Wing Meal,1,Regular,,,$9.50 ,$0.00 ,$9.50 ,$1.14 ,fZpcx6VCDGb2CCzeI4iDo27eV,jsAgNsCBJ5BeZeymJ4BERzMF,,6 Wings and 2 side items,Payment,Authentic by Zee,,KTE7FEG8F511TGB9NP1N7PYGD4,,ea,1
10/12/2019,15:59:21,Eastern Time (US & Canada),None,Custom Amount,1,,,,$6.00 ,$0.00 ,$6.00 ,$0.30 ,VgZ3GpvZvSUxVCKEuujrvekeV,ItBLgYdR67N51YS1p6JiMvMF,,,Payment,Authentic by Zee,,YKDP0MF49D290K8MS7M9086CBG,,ea,1
10/12/2019,15:59:21,Eastern Time (US & Canada),None,Custom Amount,1,,,,$8.50 ,$0.00 ,$8.50 ,$0.42 ,VgZ3GpvZvSUxVCKEuujrvekeV,ItBLgYdR67N51YS1p6JiMvMF,,,Payment,Authentic by Zee,,YKDP0MF49D290K8MS7M9086CBG,,ea,1
10/11/2019,13:06:40,Eastern Time (US & Canada),Beef,Oxtail,2,Regular,,,$28.00 ,$0.00 ,$28.00 ,$3.36 ,PNVR4ISUQZqQ93exPTjR6AweV,r5Iz90Px49vchRd6HpIMXzMF,,,Payment,Authentic by Zee,,SP0TN5QG0N0B4GFCRBGQAPCGPG,,ea,2
10/11/2019,12:33:36,Eastern Time (US & Canada),Drinks,Refreshment Package,1,Regular,,,$20.00 ,$0.00 ,$20.00 ,$2.40 ,l4FvptvwVxcM68ZKHugxF2teV,SDLEoDGm66jXcSqFijSacsMF,,Drinks and snacks for any meeting. Serves 10-12 people.,Payment,Authentic by Zee,,NY2J7WCTK94P3AH8KNXT6NM02W,,ea,1
10/11/2019,12:33:36,Eastern Time (US & Canada),Beef,4 item Hot Bar,1,Regular,,,$190.00 ,$0.00 ,$190.00 ,$22.80 ,l4FvptvwVxcM68ZKHugxF2teV,SDLEoDGm66jXcSqFijSacsMF,,"Any 2 meat items chicken or beef, and 2 side items.",Payment,Authentic by Zee,,NY2J7WCTK94P3AH8KNXT6NM02W,,ea,1
10/5/2019,14:33:07,Eastern Time (US & Canada),None,Custom Amount,1,,,,$8.00 ,$0.00 ,$8.00 ,$0.40 ,tqsr9iFTyCU4ZbemFzmSgzAfV,ZDlcEDzIMGvLEgoU86EFFvMF,,,Payment,Authentic by Zee,,ZBV8PKPGPX5W4Z69W1KX1HKT3W,,ea,1
10/5/2019,14:33:07,Eastern Time (US & Canada),None,Custom Amount,1,,,,$7.80 ,$0.00 ,$7.80 ,$0.39 ,tqsr9iFTyCU4ZbemFzmSgzAfV,ZDlcEDzIMGvLEgoU86EFFvMF,,,Payment,Authentic by Zee,,ZBV8PKPGPX5W4Z69W1KX1HKT3W,,ea,1
9/30/2019,13:37:09,Eastern Time (US & Canada),None,Pan Curry (Mixed),1,Regular,,,$230.00 ,($117.67),$112.33 ,$13.48 ,1olDAPqcPU8xbrnV97uJr6eeV,EWrO7EgF55zK9q45vBbsoyMF,,,Payment,Authentic by Zee,,BY1NM9FSHS08WPYZWNG2GCW6RG,,ea,1
9/30/2019,13:37:09,Eastern Time (US & Canada),None,Rice & Peas,1,Regular,,,$95.00 ,($48.61),$46.39 ,$5.57 ,1olDAPqcPU8xbrnV97uJr6eeV,EWrO7EgF55zK9q45vBbsoyMF,,,Payment,Authentic by Zee,,BY1NM9FSHS08WPYZWNG2GCW6RG,,ea,1
9/30/2019,13:37:09,Eastern Time (US & Canada),Sides,Cabbage,1,Whole Pan,71,,$45.00 ,($23.02),$21.98 ,$2.64 ,1olDAPqcPU8xbrnV97uJr6eeV,EWrO7EgF55zK9q45vBbsoyMF,,,Payment,Authentic by Zee,,BY1NM9FSHS08WPYZWNG2GCW6RG,,ea,1
9/30/2019,13:37:09,Eastern Time (US & Canada),Sides,Baked Mac,1,Whole Pan,,,$60.00 ,($30.70),$29.30 ,$0.00 ,1olDAPqcPU8xbrnV97uJr6eeV,EWrO7EgF55zK9q45vBbsoyMF,,"Creamy Mac & Cheese mixed with ground beef, sauteed with onions and green and red bell peppers, seasoned to perfection an baked golden brown.",Payment,Authentic by Zee,,BY1NM9FSHS08WPYZWNG2GCW6RG,,ea,1
9/28/2019,12:14:00,Eastern Time (US & Canada),Chicken,Wing Meal,1,Regular,,,$9.50 ,$0.00 ,$9.50 ,$1.14 ,79YAWoN8X0DIphAGdvPUA9oeV,VzesYgjzYFfsNm4htt1cSsMF,,6 Wings and 2 side items,Payment,Authentic by Zee,,3D9S2PT3H92CMVRVVG3CRRC1VR,,ea,1
9/26/2019,13:22:22,Eastern Time (US & Canada),Chicken,Curry chicken,1,Regular,,,$6.50 ,$0.00 ,$6.50 ,$0.78 ,RkMZ73YIWW8usMfAYa6oOC7eV,LmUb9o7y4NkljhQNVtlKWzMF,,"Single plates are served with 2 side items of you choice.
Pans are served for catering events, typically for parties of 10 or more.",Payment,Authentic by Zee,,VXB4TJB3457DGPV8SHXGGVJD50,,ea,1
9/26/2019,13:22:22,Eastern Time (US & Canada),Beef,Oxtail,1,Regular,,,$14.00 ,$0.00 ,$14.00 ,$1.68 ,RkMZ73YIWW8usMfAYa6oOC7eV,LmUb9o7y4NkljhQNVtlKWzMF,,,Payment,Authentic by Zee,,VXB4TJB3457DGPV8SHXGGVJD50,,ea,1
9/26/2019,13:09:36,Eastern Time (US & Canada),Chicken,Curry chicken,1,Regular,,,$6.50 ,$0.00 ,$6.50 ,$0.78 ,dq0pDudTVPbVUmkfmTlRThqeV,IFTPBE2gmHsEQm1495rzUwMF,,"Single plates are served with 2 side items of you choice.
Pans are served for catering events, typically for parties of 10 or more.",Payment,Authentic by Zee,,BFV9H37Q4H5NGZFE20DSA6G5Y0,,ea,1
9/26/2019,13:09:06,Eastern Time (US & Canada),Chicken,Curry chicken,1,Regular,,,$6.50 ,$0.00 ,$6.50 ,$0.78 ,ZGpuou4xowO9WJx8e9fqCJveV,LDu4TrL6JW9PH1LaXiQf0sMF,,"Single plates are served with 2 side items of you choice.
Pans are served for catering events, typically for parties of 10 or more.",Payment,Authentic by Zee,,SP0TN5QG0N0B4GFCRBGQAPCGPG,,ea,1
9/26/2019,13:05:22,Eastern Time (US & Canada),Beef,Oxtail,1,Regular,,,$14.00 ,$0.00 ,$14.00 ,$1.68 ,tG6pOvh538CFIilUh95QmKueV,TeY163VolgtPtn4IeUgVhsMF,,,Payment,Authentic by Zee,,SP0TN5QG0N0B4GFCRBGQAPCGPG,,ea,1
9/26/2019,13:05:22,Eastern Time (US & Canada),Chicken,Curry chicken,1,Regular,,,$6.50 ,$0.00 ,$6.50 ,$0.78 ,tG6pOvh538CFIilUh95QmKueV,TeY163VolgtPtn4IeUgVhsMF,,"Single plates are served with 2 side items of you choice.
Pans are served for catering events, typically for parties of 10 or more.",Payment,Authentic by Zee,,SP0TN5QG0N0B4GFCRBGQAPCGPG,,ea,1
9/26/2019,13:05:22,Eastern Time (US & Canada),None,Custom Amount,1,,,,$2.50 ,$0.00 ,$2.50 ,$0.13 ,tG6pOvh538CFIilUh95QmKueV,TeY163VolgtPtn4IeUgVhsMF,,,Payment,Authentic by Zee,,SP0TN5QG0N0B4GFCRBGQAPCGPG,,ea,1
9/25/2019,12:13:55,Eastern Time (US & Canada),None,Custom Amount,1,,,,$8.20 ,$0.00 ,$8.20 ,$0.41 ,hGzqz0Pj7f5OzKJKBHcLAcleV,bnyT1H7PS69rg0CJDLWsxvMF,,,Payment,Authentic by Zee,,H77G18J0Z52X6SZG3YNDXTWVK8,,ea,1
9/25/2019,12:13:55,Eastern Time (US & Canada),None,Custom Amount,1,,,,$2.50 ,$0.00 ,$2.50 ,$0.12 ,hGzqz0Pj7f5OzKJKBHcLAcleV,bnyT1H7PS69rg0CJDLWsxvMF,,,Payment,Authentic by Zee,,H77G18J0Z52X6SZG3YNDXTWVK8,,ea,1
9/25/2019,12:13:55,Eastern Time (US & Canada),None,Custom Amount,1,,,,$3.00 ,$0.00 ,$3.00 ,$0.15 ,hGzqz0Pj7f5OzKJKBHcLAcleV,bnyT1H7PS69rg0CJDLWsxvMF,,,Payment,Authentic by Zee,,H77G18J0Z52X6SZG3YNDXTWVK8,,ea,1
9/24/2019,16:58:25,Eastern Time (US & Canada),Chicken,Curry chicken,1,Regular,,,$6.50 ,$0.00 ,$6.50 ,$0.78 ,LrDUKKTGynHRFkeffXgdOq5eV,n6nOFcan308opG0IZzh5DtMF,,"Single plates are served with 2 side items of you choice.
Pans are served for catering events, typically for parties of 10 or more.",Payment,Authentic by Zee,,H77G18J0Z52X6SZG3YNDXTWVK8,,ea,1
9/24/2019,15:20:56,Eastern Time (US & Canada),Chicken,Curry chicken,1,Regular,,,$6.50 ,$0.00 ,$6.50 ,$0.00 ,5MOxLcW7kw7ESLjjd8amV4heV,7h4ErWt8U9X5pQPspvrqlyMF,,"Single plates are served with 2 side items of you choice.
Pans are served for catering events, typically for parties of 10 or more.",Payment,Authentic by Zee,,H77G18J0Z52X6SZG3YNDXTWVK8,,ea,1
9/24/2019,15:20:56,Eastern Time (US & Canada),None,Custom Amount,1,,,,$2.00 ,$0.00 ,$2.00 ,$0.00 ,5MOxLcW7kw7ESLjjd8amV4heV,7h4ErWt8U9X5pQPspvrqlyMF,,,Payment,Authentic by Zee,,H77G18J0Z52X6SZG3YNDXTWVK8,,ea,1
9/22/2019,19:56:18,Eastern Time (US & Canada),None,Custom Amount,1,,,,$200.00 ,$0.00 ,$200.00 ,$0.00 ,lWu2yPVKYjt5mQGSamPYbMxeV,58qlq74HnOKIbrU9Qzr3jyMF,,,Payment,Authentic by Zee,,BY1NM9FSHS08WPYZWNG2GCW6RG,,ea,1
9/6/2019,13:26:16,Eastern Time (US & Canada),Beef,4 item Hot Bar,1,Regular,,,$190.00 ,$0.00 ,$190.00 ,$0.00 ,vhpWqwZYkgYFc61usImN9bteV,TEtw48GLDXq0jpVviMXqOtMF,,"Any 2 meat items chicken or beef, and 2 side items.",Payment,Authentic by Zee,,3JE1AFZEBD2C2SJ4H7JWC99XBG,,ea,1
9/6/2019,13:26:16,Eastern Time (US & Canada),Drinks,Refreshment Package,1,Regular,,,$20.00 ,$0.00 ,$20.00 ,$0.00 ,vhpWqwZYkgYFc61usImN9bteV,TEtw48GLDXq0jpVviMXqOtMF,,Drinks and snacks for any meeting. Serves 10-12 people.,Payment,Authentic by Zee,,3JE1AFZEBD2C2SJ4H7JWC99XBG,,ea,1
8/30/2019,12:34:05,Eastern Time (US & Canada),Chicken,4 Item Warm Bar,1,Regular,,,$150.00 ,$0.00 ,$150.00 ,$18.00 ,lsNWVvTPWBr3bCO4ehU4BrveV,76ruSdGBxUGV6gH92wsGgxMF,,"This Combination would include 2 chicken meats of any flavor, and 2 side items.",Payment,Authentic by Zee,,3JE1AFZEBD2C2SJ4H7JWC99XBG,,ea,1
8/30/2019,12:34:05,Eastern Time (US & Canada),Drinks,Refreshment Package,1,Regular,,,$20.00 ,$0.00 ,$20.00 ,$2.40 ,lsNWVvTPWBr3bCO4ehU4BrveV,76ruSdGBxUGV6gH92wsGgxMF,,Drinks and snacks for any meeting. Serves 10-12 people.,Payment,Authentic by Zee,,3JE1AFZEBD2C2SJ4H7JWC99XBG,,ea,1
8/24/2019,11:26:56,Eastern Time (US & Canada),Chicken,Wing Meal,1,Regular,,,$9.50 ,$0.00 ,$9.50 ,$1.14 ,vfkGbAbfZgh2S3YRRtXyHxreV,DWOsRCHpEK2TQ8CuIHQS4tMF,,6 Wings and 2 side items,Payment,Authentic by Zee,,TB67HBDVVS2NAQ3RBM2FH4QAHW,,ea,1
8/24/2019,11:14:52,Eastern Time (US & Canada),Chicken,Wings,1,Regular,,,$5.75 ,$0.00 ,$5.75 ,$0.69 ,dqEJlrehTuBQReyPLuTbYd5eV,L1E19cpTTTHIEqDFctuSRtMF,,,Payment,Authentic by Zee,,4H8BH8STMN070R93MKY08JGJYG,,ea,1
8/24/2019,11:14:03,Eastern Time (US & Canada),Chicken,Wings,3,Regular,,,$17.25 ,$0.00 ,$17.25 ,$2.07 ,fJpYlA05QI4RiF4T2DqUgB2eV,2vgobuOSPQiBDico7jVHYsMF,,,Payment,Authentic by Zee,,CJ65AFD9C14RJRNYCBD4H2ER90,,ea,3
8/24/2019,11:12:48,Eastern Time (US & Canada),None,Custom Amount,1,,,,$10.00 ,$0.00 ,$10.00 ,$0.50 ,fZLxhfWrnpscAo7nMohsFhyeV,FU40kjM3x1MpfFPJrPQiUzMF,,,Payment,Authentic by Zee,,28ESB07A1N5WEZ28R0S2H6RHP4,,ea,1
8/24/2019,11:12:48,Eastern Time (US & Canada),None,Custom Amount,1,,,,$3.50 ,$0.00 ,$3.50 ,$0.18 ,fZLxhfWrnpscAo7nMohsFhyeV,FU40kjM3x1MpfFPJrPQiUzMF,,,Payment,Authentic by Zee,,28ESB07A1N5WEZ28R0S2H6RHP4,,ea,1
8/24/2019,11:11:32,Eastern Time (US & Canada),None,Custom Amount,1,,,,$3.50 ,$0.00 ,$3.50 ,$0.18 ,dMfWlHZlhy6g5xFzyFNNxf6eV,YRQbMIqnbRvVEJrv43vVtyMF,,,Payment,Authentic by Zee,,MVHN15E2W92R2V53BJXQEX8694,,ea,1
8/24/2019,11:11:32,Eastern Time (US & Canada),Sides,Rice,2,Regular,,,$4.00 ,$0.00 ,$4.00 ,$0.48 ,dMfWlHZlhy6g5xFzyFNNxf6eV,YRQbMIqnbRvVEJrv43vVtyMF,,Long grain White Jasmine Rice with Negro Black beans,Payment,Authentic by Zee,,MVHN15E2W92R2V53BJXQEX8694,,ea,2
8/24/2019,11:10:20,Eastern Time (US & Canada),None,Custom Amount,1,,,,$10.00 ,$0.00 ,$10.00 ,$0.50 ,3xNfnovvPMcZGduEzG0TcM7eV,PFLRlaQZbXH0PjVBKIOR0vMF,,,Payment,Authentic by Zee,,DK1MQE8T5S3HAJ8YBCGRJ7CSJG,,ea,1
8/24/2019,11:10:00,Eastern Time (US & Canada),Chicken,Jerk Chicken,1,Regular,,,$7.50 ,$0.00 ,$7.50 ,$0.90 ,RqTNszoVgH9n6hTwPWlfkl1eV,7Gyt2j4YhYpCPpv34vmhyyMF,,Juicy Grilled Leg Quarters steamed down in the perfect sweet and Spicy sauce!,Payment,Authentic by Zee,,8E204R5D1D1N6QSGYEKRW92WWR,,ea,1
